description,target
unix:request for server configuration upgrade. server: acdcslpidmoid0007. please do the needful.,0
unix:request for server configuration upgrade. server: acdcslpidmoid0006. please do the needful.,0
build#support request for a server,0
bi - supply chain via workflowâ fa603ef7-d075-4a33-8e3a-decc036cfc0c,0
plm - ctt (matrix) access request,0
please create ssl certificate for request number : 10455,0
incal request,0
km396 : sw install request cmi-574945,0
webex meeting access request,0
unix:request for server configuration upgrade. server: ftdcsldidmoid0002. please do the needful.,0
rapidserve web (rsw) request,0
km396 : sw install request cmi-574947,0
km396 : sw install request cmi-578131,0
unix: appworx access request,0
web:appspace-web access request,0
"port opening dcdn-b88nsd:  approved
see approval database for details.",0
plm - cf/ces pdm (matrix) access request,0
request no: cidm-b7blvb,0
middleware soa suite 11g request,0
bi - supply chain via workflowâ 90536a3e-bb8b-4d38-b875-84422ac042e1,0
ssa request,0
extended coverage warranty (ecw) - web request,0
web:hdtms request,0
windows: request no: cidm-b88h2b,0
oem13c agent preparation for server: ftdcslsidmoim0001.ftiz.cummins.com,0
oem13c agent preparation for server: ftdcslsidmoim0002.ftiz.cummins.com,0
developer / d account creation,0
oem13c agent preparation for server: ftdcslsracdb0026.ftiz.cummins.com,0
windows : access request,0
oem13c agent preparation for server: ftdcslsracdb0027.ftiz.cummins.com,0
oem13c agent preparation for server: ftdcslsracdb0028.ftiz.cummins.com,0
request for server configuration upgrade. server: ftdcslpidmoid0006. please do the needful.,0
oem13c agent preparation for server: acdcslpidmoim0002.aciz.cummins.com,0
web:lrs request,0
lrs request,0
web: websphere access request,0
unblock request,0
"##dcom##decommission  backup server and storage nodes , see notes",0
plm - mde windchill request,0
\\ceciswputil01\cn.bei.cecihq\localsharedfolders\abo report,0
web: websphere access request,0
"need an access to "" analytics"" in remedy.",0
mycloud access request,0
\\eardswputil01\cn.wuh.cfsw\localsharedfolders\qsd,0
docusign access.,0
id337 : sw install request cmi-572165,0
"i need access to tools (order status, curent bill of materials, etc)",0
windows: cb protection alert - malicious file on ced\sdwpfile6037,0
unblock the sender,0
unix: websphere request,0
windows: cummins enterprise directory (ced) request,0
please execute the attached scripts.,0
user needs access to long distance auth. code,0
"windows:request for information only (e.g. who has access, owner name)",0
web:ssa request,0
citrix xenapp access request,0
myserver access request,0
add power broker account devces into application servers.,0
sql - database request,0
request for server configuration upgrade. server: ftdcslpidmoid0005. please do the needful.,0
oem13c agent preparation for server: ftdcsldidmoim0001.ftiz.cummins.com,0
oracle - standard database request,0
hi:ebi admin access request,0
appworx:mactrack request,0
request no: cidm-b7m9js,0
oem13c agent preparation for server: ftdcsldidmoim0002.ftiz.cummins.com,0
oem13c agent preparation for server: acdcslpidmoim0001.aciz.cummins.com,0
corp hr bics request,0
windows:folder creation,0
webparts request,0
web: testops access request,0
supplier resource management system access request,0
onedrive for business access request,0
web: cfse remote locator (web) request,0
iq351 : sw install request cmi-658224,0
ced popup utility access request,0
\\dyaxswpfile01\cn.shy.dya\localsharedfolders\engineer_dces,0
customer support plan (csp) request,0
notes-authorization for shipment archive (dar) access request,0
ebu dep oracle apps/giea access request,0
mycloud request,0
oem13c agent preparation for server: redcslpdw0002.redc.cummins.com,0
oem13c agent preparation for server: ssdcsspapp020.ssdc.cummins.com,0
web: fleetguard access request,0
ldap request,0
"port opening dcdn-b82sax:  approved
see approval database for details.",0
windows:network infrastructure support request,0
please create group with mentioned details,0
microsoft internet explorer access request,0
"guest network security exception dcdn-b84jjb:  approved
see approval database for details.",0
"pinpuncil031,x652de,793d1bb",0
predictor support access request,0
og281 : sw install request cmi-459176,0
corporate supplier scorecard request,0
"ssl vpn security exception sady-b7nqw9
reference approved details in security exception",0
"port openings for sady-b84qnc
reference approved details in approvals database",0
clear case self serve access request,0
addition of users in group,0
"modification to sady-b7nl8p: approved
see approval database for details.",0
internet-network infrastructure support request,0
office 365 request,0
hi:goms - global order management systems (memphis) access request,0
mb791 : sw install request cmi-572394,0
hdtms request,0
request no: dscd-b8eqa8,0
om824 : sw install request cmi-406869,0
appworx: product registration request,0
bi portal access request,0
please create ssl certificate for request number : 10461,0
please create ssl certificate for request number : 10459,0
please create ssl certificate for request number : 10460,0
please create ssl certificate for request number : 10462,0
"port opening dcdn-b88pas:  approved
see approval database for details.",0
om824 : sw install request cmi-657984,0
request no: cidm-b89gfw,0
\\xinrswputil01\cn.wux.newage\localsharedfolders\general_younggroup,0
po058 : sw install request cmi-538801,0
av425 : sw install request cmi-573686,0
"port opening dcdn-b8fkts:  approved
see approval database for details.",0
mb791 : sw install request cmi-572980,0
"port opening dcdn-b8fl7e:  approved
see approval database for details.",0
hi:middleware brazil prod soa suite 11g request,0
obiee - dbu qssa access request,0
oem13c agent preparation for server: acdcslpdb0070.aciz.cummins.com,0
please create ssl certificate for request number : 10456,0
please create ssl certificate for request number : 10457,0
windows: ip shortage in mycloud for some vlans. please help us getting ips.,0
atlas request,0
customer portal  access request,0
hi:cummins enterprise directory (ced) access request,0
mb791 : sw install request cmi-572983,0
unix : extended coverage warranty (ecw) - web request,0
bom and routing audit system access request,0
windows: manufacturing request_software_standard maintainence_new,0
pv690 : sw install request cmi-448450,0
wan=network infrastructure support request,0
"renewal of  security exception bmvy-avbqn9 approved
see approval database for details.",0
cisco unity connection access request,0
mb791 : sw install request cmi-572388,0
mainframe - mainframe system jobs access request,0
mb791 : sw install request cmi-572442,0
av425 : sw install request cmi-573687,0
replacement  engine  request request,0
windows: cummins enterprise directory (ced) access request,0
smb malware â trace required,0
urgent block request,0
request no: cidm-b8ejsz,0
https://pam-emissions.cummins.com/emissions/applications.html,0
distribution portal access request,0
appworx: one bms - east access request,0
please add user to mentioned group,0
#build# support request for a server,0
"modification to port opening dcdn-b7bszj: approved
see approval database for details",0
"renewal of security exception dcdn-avcj8e:  approved
see approval database for details.",0
hi: appworx(prod) access request,0
kba view access attached in pbi,0
\\dcecswpfile01\cn.xia.dcec\localsharedfolders\dcec_ce,0
hi:bms - eastern canada request,0
windows: request no: cidm-b8fgd4,0
windows: request no: cidm-b8ercm,0
please add  900gb lun and 600gb lun on server acdcsspinf005   for cidcsutil02 migration,0
windows:remove shared folder,0
\\ceciswputil01\cn.bei.cecihq\localsharedfolders\ebu ae,0
special backup needed,0
windows: apphosting daily tracker access request,0
\\ceciswputil01\cn.bei.rch\localsharedfolders\ces service,0
mv675 : sw install request cmi-503627,0
ez537 : sw uninstall request cmi-655883,0
request no: cidm-b8ebd5,0
request no: cidm-b8afjx,0
\\ceciswputil01\cn.bei.cecihq\localsharedfolders\internal audit,0
om078 : sw install request cmi-553953,0
g_cisx-docusign-approved,0
appworx: cel stage appworx issue,0
"guest network security exception dcdn-b8akxe:  approved
see approval database for details.",0
ariba request po ownership chnage,0
siebel on demand (sod) access request,0
notes-fsbu access request,0
unix:power suite request,0
pam web interface access request,0
gw573 : sw install request cmi-434660,0
gw573 : sw install request cmi-434667,0
po346 : sw install request cmi-660654,0
ebu cmd oracle apps/giea access request,0
ariba po ownership change,0
please add two child mail grup in one parent mail group,0
one bms - central access request,0
windows: grant or modify access to an existing file share,0
unix:gps.cummins.com request,0
"port opening dcdn-b8ehyp:  approved
see approval database for details.",0
bfrks request,0
\\xinrswputil01\cn.wux.newage\localsharedfolders\materials,0
mv675 : sw install request cmi-503631,0
\\cfcsswputil01\cn.sha.cpdc\localsharedfolders\public,0
please create ssl certificate for request number : 10466,0
please create ssl certificate for request number : 10465,0
please create ssl certificate for request number : 10463,0
please create ssl certificate for request number : 10464,0
myserver request,0
#decom# decommission of windows server,0
please create ssl certificate for request number : 10458,0
ir311 : sw install request cmi-487834,0
\\cjlxswpfile11\jp.tok.higk\localsharedfolders\cjl_hts,0
ir311 : sw install request cmi-487835,0
\\cttcswputil01\cn.wux.holset\localsharedfolders\materials & logistic\inventory,0
\\dcecswpfile01\cn.xia.dcec\localsharedfolders\dcec_cemodel,0
ir311 : sw install request cmi-487452,0
block request,0
css siebel warranty request,0
remedy email template request,0
"pinpuncil098,ms610dn,451445hh24rhz",0
ldap access request,0
ha950 : sw install request cmi-421635,0
ps139 : sw install request cmi-546307,0
iq351 : sw install request cmi-660312,0
